C1	C2	C3	C4	C5	C6	Score	IID	ID 
20:8:4	20	8	4	NA	NA	0.000114416	"3285"	AT2G47840
20:8:5	20	8	5	NA	NA	5.72082e-05	"4499"	AT3G52920
20:9:1	20	9	1	NA	NA	0.000228833	"7754"	AT5G66870
20:9:2	20	9	2	NA	NA	5.72082e-05	"5624"	AT4G28450
20:9:3	20	9	3	NA	NA	5.72081e-05	"5167"	AT4G14280
20:9:4	20	9	4	NA	NA	5.72081e-05	"6984"	AT5G41540
21:1:1:1:1	21	1	1	1	1	0.000400458	"3394"	AT3G04181
21:1:1:1:2	21	1	1	1	2	5.72084e-05	"5613"	AT4G28010
21:1:1:1:3	21	1	1	1	3	5.72083e-05	"6777"	AT5G28290
21:1:1:1:4	21	1	1	1	4	5.72081e-05	"2474"	AT2G20170
21:1:1:2:1	21	1	1	2	1	0.000171625	"4051"	AT3G25490
21:1:1:2:2	21	1	1	2	2	0.000114416	"6433"	AT5G15460
21:1:1:2:3	21	1	1	2	3	5.72083e-05	"1001"	AT1G35030
21:1:1:2:4	21	1	1	2	4	5.72082e-05	"1664"	AT1G69210
21:1:1:3:1	21	1	1	3	1	0.000171625	"3185"	AT2G44160
21:1:1:3:2	21	1	1	3	2	0.000114417	"2538"	AT2G22160
21:1:1:3:3	21	1	1	3	3	5.72084e-05	"7303"	AT5G52480
21:1:1:4:1	21	1	1	4	1	0.000171625	"2961"	AT2G37090
21:1:1:4:2	21	1	1	4	2	5.72082e-05	"2018"	AT1G80420
21:1:1:4:3	21	1	1	4	3	5.72081e-05	"5019"	AT4G09620
21:1:2:1:1	21	1	2	1	1	0.000228833	"2138"	AT2G05185
21:1:2:1:2	21	1	2	1	2	0.000114417	"4031"	AT3G24515
21:1:2:1:3	21	1	2	1	3	5.72084e-05	"5859"	AT4G35570
21:1:2:1:4	21	1	2	1	4	5.72082e-05	"4915"	AT4G03370
21:1:2:1:5	21	1	2	1	5	5.72082e-05	"5629"	AT4G28580
21:1:2:2:1	21	1	2	2	1	0.000343249	"5334"	AT4G18860
21:1:2:2:2	21	1	2	2	2	5.72082e-05	"864"	AT1G29965
21:1:2:2:3	21	1	2	2	3	5.72082e-05	"940"	AT1G32337
21:1:2:2:4	21	1	2	2	4	5.72081e-05	"4755"	AT3G61640
21:1:2:3:1	21	1	2	3	1	0.000171624	"392"	AT1G13050
21:1:2:3:2	21	1	2	3	2	0.000114417	"6761"	AT5G27550
21:1:2:3:3	21	1	2	3	3	5.72083e-05	"4921"	AT4G03505
21:1:2:3:4	21	1	2	3	4	5.72081e-05	"431"	AT1G14345
21:2:1:1	21	2	1	1	NA	0.000514875	"4215"	AT3G43505
21:2:1:2	21	2	1	2	NA	0.000457667	"428"	AT1G14290
21:2:1:3	21	2	1	3	NA	0.000114417	"5684"	AT4G30400
21:2:1:4	21	2	1	4	NA	0.000114417	"6774"	AT5G28160
21:2:1:5	21	2	1	5	NA	0.000114417	"7172"	AT5G47350
21:2:1:6	21	2	1	6	NA	5.72084e-05	"2008"	AT1G80080
21:2:1:7	21	2	1	7	NA	5.72084e-05	"3056"	AT2G40370
21:2:1:8	21	2	1	8	NA	5.72083e-05	"6622"	AT5G22260
21:2:2:1	21	2	2	1	NA	0.000228833	"2081"	AT2G02720
21:2:2:2	21	2	2	2	NA	0.000114416	"7514"	AT5G59662
21:2:2:3	21	2	2	3	NA	5.72083e-05	"1697"	AT1G70210
21:2:2:4	21	2	2	4	NA	5.72082e-05	"2864"	AT2G34190
21:2:2:5	21	2	2	5	NA	5.72082e-05	"7681"	AT5G64590
21:2:3:1	21	2	3	1	NA	0.000286041	"886"	AT1G30740
21:2:3:2	21	2	3	2	NA	5.72081e-05	"149"	AT1G05894
21:3:1:1	21	3	1	1	NA	0.000171625	"5591"	AT4G27380
21:3:1:2	21	3	1	2	NA	0.000114417	"4470"	AT3G51820
21:3:1:3	21	3	1	3	NA	0.000114417	"2266"	AT2G09970
21:3:1:4	21	3	1	4	NA	5.72083e-05	"2146"	AT2G05635
21:3:1:5	21	3	1	5	NA	5.72082e-05	"1344"	AT1G56580
21:3:2:1	21	3	2	1	NA	0.000171625	"6408"	AT5G14500
21:3:2:2	21	3	2	2	NA	0.000171625	"6928"	AT5G39480
21:3:2:3	21	3	2	3	NA	5.72083e-05	"3682"	AT3G13430
21:3:2:4	21	3	2	4	NA	5.72081e-05	"2690"	AT2G27505
21:3:2:5	21	3	2	5	NA	5.72081e-05	"3593"	AT3G10950
21:3:3:1	21	3	3	1	NA	0.000171625	"1901"	AT1G76930
21:3:3:2	21	3	3	2	NA	0.000171624	"2647"	AT2G26010
21:3:3:3	21	3	3	3	NA	5.72081e-05	"208"	AT1G07950
21:3:4:1	21	3	4	1	NA	0.000171625	"6026"	AT5G01660
21:3:4:2	21	3	4	2	NA	0.000171625	"4277"	AT3G45870
21:3:5:1	21	3	5	1	NA	0.000114417	"1945"	AT1G78478
21:3:5:2	21	3	5	2	NA	0.000114417	"427"	AT1G14280
21:3:5:3	21	3	5	3	NA	5.72082e-05	"5876"	AT4G36020
21:3:6:1	21	3	6	1	NA	0.000171624	"3223"	AT2G45340
21:3:6:2	21	3	6	2	NA	5.72082e-05	"2545"	AT2G22560
21:3:6:3	21	3	6	3	NA	5.72081e-05	"2152"	AT2G05786
22:1:1	22	1	1	NA	NA	0.000572083	"5534"	AT4G25810
22:1:2	22	1	2	NA	NA	0.000286042	"1113"	AT1G48598
22:1:3	22	1	3	NA	NA	0.000228833	"1114"	AT1G48600
22:1:4	22	1	4	NA	NA	0.000171625	"2095"	AT2G03260
22:1:5	22	1	5	NA	NA	0.000114417	"844"	AT1G29450
22:1:6	22	1	6	NA	NA	5.72084e-05	"6173"	AT5G06755
22:1:7	22	1	7	NA	NA	5.72084e-05	"6883"	AT5G38060
22:1:8	22	1	8	NA	NA	5.72081e-05	"2395"	AT2G17620
22:2:1	22	2	1	NA	NA	0.000572082	"5866"	AT4G35650
22:2:2	22	2	2	NA	NA	0.000114417	"3595"	AT3G11010
22:2:3	22	2	3	NA	NA	0.000114417	"3373"	AT3G03360
22:2:4	22	2	4	NA	NA	0.000114416	"5635"	AT4G28710
22:2:5	22	2	5	NA	NA	5.72085e-05	"4904"	AT4G03020
22:2:6	22	2	6	NA	NA	5.72083e-05	"3566"	AT3G10405
22:2:7	22	2	7	NA	NA	5.72082e-05	"6798"	AT5G30490
22:2:8	22	2	8	NA	NA	5.72081e-05	"609"	AT1G20680
22:2:9	22	2	9	NA	NA	5.72081e-05	"1506"	AT1G63430
22:2:10	22	2	10	NA	NA	5.72081e-05	"3714"	AT3G14385
22:3:1	22	3	1	NA	NA	0.000457666	"2991"	AT2G38090
22:3:2	22	3	2	NA	NA	0.000286041	"2592"	AT2G24103
22:3:3	22	3	3	NA	NA	0.000171625	"1722"	AT1G70880
22:3:4	22	3	4	NA	NA	0.000114416	"5083"	AT4G11730
22:3:5	22	3	5	NA	NA	5.72083e-05	"1092"	AT1G47890
22:3:6	22	3	6	NA	NA	5.72082e-05	"3848"	AT3G18773
22:3:7	22	3	7	NA	NA	5.72081e-05	"6834"	AT5G35688
22:4:1	22	4	1	NA	NA	0.000400457	"135"	AT1G05470
22:4:2	22	4	2	NA	NA	0.000171624	"3344"	AT3G02290
22:4:3	22	4	3	NA	NA	0.000114416	"3443"	AT3G05858
22:4:4	22	4	4	NA	NA	5.72083e-05	"819"	AT1G28310
22:4:5	22	4	5	NA	NA	5.72083e-05	"3001"	AT2G38304
22:4:6	22	4	6	NA	NA	5.72083e-05	"3463"	AT3G06520
22:4:7	22	4	7	NA	NA	5.72081e-05	"1471"	AT1G62422
22:4:8	22	4	8	NA	NA	5.72081e-05	"505"	AT1G16780
22:5:1	22	5	1	NA	NA	0.000457666	"16"	AT1G01480
22:5:2	22	5	2	NA	NA	0.000114416	"5"	AT1G01110
22:5:3	22	5	3	NA	NA	0.000114416	"3769"	AT3G16160
22:5:4	22	5	4	NA	NA	5.72081e-05	"1121"	AT1G48760
22:5:5	22	5	5	NA	NA	5.72081e-05	"1576"	AT1G65590
22:5:6	22	5	6	NA	NA	5.7208e-05	"264"	AT1G09370
22:6:1	22	6	1	NA	NA	0.000228833	"2461"	AT2G19720
22:6:2	22	6	2	NA	NA	0.000171625	"7696"	AT5G64980
22:6:3	22	6	3	NA	NA	0.000114416	"1946"	AT1G78480
22:6:4	22	6	4	NA	NA	5.72082e-05	"2506"	AT2G21180
22:6:5	22	6	5	NA	NA	5.72081e-05	"2999"	AT2G38240
22:7:1	22	7	1	NA	NA	0.00034325	"5552"	AT4G26380
22:7:2	22	7	2	NA	NA	5.72084e-05	"5920"	AT4G37430
22:7:3	22	7	3	NA	NA	5.72083e-05	"350"	AT1G11970
22:7:4	22	7	4	NA	NA	5.72082e-05	"6985"	AT5G41570
22:7:5	22	7	5	NA	NA	5.72081e-05	"4810"	AT4G00250
22:8:1	22	8	1	NA	NA	0.000171625	"6687"	AT5G24750
22:8:2	22	8	2	NA	NA	0.000114417	"2117"	AT2G04235
22:8:3	22	8	3	NA	NA	5.72083e-05	"3153"	AT2G43180
22:8:4	22	8	4	NA	NA	5.72083e-05	"3425"	AT3G05170
22:9:1	22	9	1	NA	NA	0.000114416	"6291"	AT5G10450
22:9:2	22	9	2	NA	NA	0.000114416	"2587"	AT2G23910
22:9:3	22	9	3	NA	NA	5.72081e-05	"1360"	AT1G57870
23:1:1	23	1	1	NA	NA	0.00034325	"5851"	AT4G35295
23:1:2	23	1	2	NA	NA	0.000286041	"1350"	AT1G56710
23:1:3	23	1	3	NA	NA	0.000228833	"133"	AT1G05330
23:1:4	23	1	4	NA	NA	0.000171624	"6084"	AT5G03720
23:1:5	23	1	5	NA	NA	0.000114417	"4940"	AT4G04700
23:1:6	23	1	6	NA	NA	5.72085e-05	"2984"	AT2G37710
23:1:7	23	1	7	NA	NA	5.72084e-05	"3186"	AT2G44210
23:1:8	23	1	8	NA	NA	5.72083e-05	"3035"	AT2G39490
23:1:9	23	1	9	NA	NA	5.72082e-05	"286"	AT1G09930
23:1:10	23	1	10	NA	NA	5.72081e-05	"5497"	AT4G25030
23:2:1	23	2	1	NA	NA	0.000572082	"6904"	AT5G38790
23:2:2	23	2	2	NA	NA	0.000228833	"224"	AT1G08320
23:2:3	23	2	3	NA	NA	0.000171625	"2605"	AT2G24610
23:2:4	23	2	4	NA	NA	0.000171625	"4503"	AT3G53170
23:2:5	23	2	5	NA	NA	5.72083e-05	"4802"	AT4G00030
23:2:6	23	2	6	NA	NA	5.72081e-05	"855"	AT1G29730
23:3:1	23	3	1	NA	NA	0.000514875	"3263"	AT2G46810
23:3:2	23	3	2	NA	NA	0.000171625	"6020"	AT5G01560
23:3:3	23	3	3	NA	NA	0.000171625	"6575"	AT5G19790
23:3:4	23	3	4	NA	NA	0.000114417	"4706"	AT3G59760
23:3:5	23	3	5	NA	NA	0.000114416	"2537"	AT2G22140
23:3:6	23	3	6	NA	NA	5.72085e-05	"4279"	AT3G45920
23:3:7	23	3	7	NA	NA	5.72083e-05	"1948"	AT1G78520
23:4:1	23	4	1	NA	NA	0.000400457	"5107"	AT4G12735
23:4:2	23	4	2	NA	NA	0.000114417	"5630"	AT4G28630
23:4:3	23	4	3	NA	NA	0.000114416	"1782"	AT1G72910
23:4:4	23	4	4	NA	NA	5.72081e-05	"789"	AT1G27430
23:4:5	23	4	5	NA	NA	5.72081e-05	"6096"	AT5G04000
23:5:1	23	5	1	NA	NA	0.000228832	"2879"	AT2G34510
23:5:2	23	5	2	NA	NA	0.000114417	"5225"	AT4G15630
23:5:3	23	5	3	NA	NA	0.000114416	"621"	AT1G21130
23:5:4	23	5	4	NA	NA	5.72082e-05	"2694"	AT2G27770
23:5:5	23	5	5	NA	NA	5.72081e-05	"6014"	AT5G01340
23:5:6	23	5	6	NA	NA	5.72081e-05	"3083"	AT2G41170
23:6:1	23	6	1	NA	NA	0.000171625	"5523"	AT4G25631
23:6:2	23	6	2	NA	NA	0.000114417	"3090"	AT2G41340
23:6:3	23	6	3	NA	NA	0.000114416	"3026"	AT2G39340
23:6:4	23	6	4	NA	NA	5.72081e-05	"411"	AT1G13770
23:6:5	23	6	5	NA	NA	5.72081e-05	"2903"	AT2G35340
23:7:1	23	7	1	NA	NA	0.000228833	"4036"	AT3G24660
23:7:2	23	7	2	NA	NA	0.000114416	"4094"	AT3G26511
23:7:3	23	7	3	NA	NA	0.000114416	"5544"	AT4G26130
23:7:4	23	7	4	NA	NA	5.72082e-05	"1008"	AT1G35340
23:8:1	23	8	1	NA	NA	0.000228833	"3292"	AT2G48030
23:8:2	23	8	2	NA	NA	5.72083e-05	"3464"	AT3G06545
23:8:3	23	8	3	NA	NA	5.72083e-05	"7456"	AT5G57650
23:8:4	23	8	4	NA	NA	5.72081e-05	"4316"	AT3G47250
23:9:1	23	9	1	NA	NA	0.000228833	"3957"	AT3G22420
23:9:2	23	9	2	NA	NA	5.72083e-05	"3108"	AT2G41880
23:9:3	23	9	3	NA	NA	5.72082e-05	"1713"	AT1G70710
23:10:1	23	10	1	NA	NA	0.000171625	"5109"	AT4G12800
23:10:2	23	10	2	NA	NA	5.72083e-05	"3956"	AT3G22410
23:10:3	23	10	3	NA	NA	5.72082e-05	"6383"	AT5G13770
24:1:1	24	1	1	NA	NA	0.000800916	"6166"	AT5G06590
24:1:2	24	1	2	NA	NA	0.000114416	"698"	AT1G23460
24:1:3	24	1	3	NA	NA	0.000114416	"4778"	AT3G62640
24:1:4	24	1	4	NA	NA	5.72084e-05	"6784"	AT5G28540
24:1:5	24	1	5	NA	NA	5.72083e-05	"1829"	AT1G74500
24:1:6	24	1	6	NA	NA	5.72083e-05	"6095"	AT5G03990
24:1:7	24	1	7	NA	NA	5.72081e-05	"1466"	AT1G62340
24:1:8	24	1	8	NA	NA	5.72081e-05	"2968"	AT2G37330
24:2:1:1	24	2	1	1	NA	0.000286042	"815"	AT1G28110
24:2:1:2	24	2	1	2	NA	5.72084e-05	"1420"	AT1G60790
24:2:1:3	24	2	1	3	NA	5.72084e-05	"4011"	AT3G23830
24:2:2:1	24	2	2	1	NA	0.000114417	"2858"	AT2G34030
24:2:2:2	24	2	2	2	NA	0.000114417	"1407"	AT1G60420
24:2:2:3	24	2	2	3	NA	5.72082e-05	"5987"	AT4G39800
24:2:3:1	24	2	3	1	NA	0.000171625	"4171"	AT3G29000
24:2:3:2	24	2	3	2	NA	5.72082e-05	"5696"	AT4G30900
24:3:1	24	3	1	NA	NA	0.000228833	"556"	AT1G18680
24:3:2	24	3	2	NA	NA	0.000228832	"4281"	AT3G46020
24:3:3	24	3	3	NA	NA	0.000171624	"4518"	AT3G53480
24:3:4	24	3	4	NA	NA	0.000114417	"4736"	AT3G61028
24:3:5	24	3	5	NA	NA	5.72083e-05	"6601"	AT5G20860
24:3:6	24	3	6	NA	NA	5.72081e-05	"4699"	AT3G59620
24:3:7	24	3	7	NA	NA	5.72081e-05	"4717"	AT3G60110
24:4:1	24	4	1	NA	NA	0.000228833	"5663"	AT4G29770
24:4:2	24	4	2	NA	NA	0.000228833	"717"	AT1G24280
24:4:3	24	4	3	NA	NA	0.000171625	"7201"	AT5G48660
24:4:4	24	4	4	NA	NA	5.72084e-05	"5282"	AT4G17230
24:4:5	24	4	5	NA	NA	5.72083e-05	"6739"	AT5G26910
24:5:1	24	5	1	NA	NA	0.00034325	"2921"	AT2G35970
24:5:2	24	5	2	NA	NA	0.000114416	"2789"	AT2G31280
24:5:3	24	5	3	NA	NA	5.72085e-05	"4260"	AT3G45290
24:5:4	24	5	4	NA	NA	5.72083e-05	"176"	AT1G06690
24:5:5	24	5	5	NA	NA	5.72081e-05	"4429"	AT3G50780
24:6:1	24	6	1	NA	NA	0.000514875	"1045"	AT1G43600
24:6:2	24	6	2	NA	NA	5.72084e-05	"3150"	AT2G43050
24:7:1	24	7	1	NA	NA	0.000171625	"4560"	AT3G54680
24:7:2	24	7	2	NA	NA	0.000171625	"3623"	AT3G11820
24:7:3	24	7	3	NA	NA	5.72084e-05	"1936"	AT1G78030
24:7:4	24	7	4	NA	NA	5.72084e-05	"7052"	AT5G43245
24:7:5	24	7	5	NA	NA	5.72081e-05	"5357"	AT4G19660
24:8:1	24	8	1	NA	NA	0.000228833	"6024"	AT5G01630
24:8:2	24	8	2	NA	NA	0.000114417	"4136"	AT3G27480
24:8:3	24	8	3	NA	NA	5.72084e-05	"3165"	AT2G43490
24:8:4	24	8	4	NA	NA	5.72083e-05	"127"	AT1G05190
24:9:1	24	9	1	NA	NA	0.000286041	"5484"	AT4G24600
24:9:2	24	9	2	NA	NA	5.72083e-05	"6615"	AT5G21960
24:9:3	24	9	3	NA	NA	5.72081e-05	"1662"	AT1G68945
24:9:4	24	9	4	NA	NA	5.72081e-05	"1913"	AT1G77220
24:10:1	24	10	1	NA	NA	0.000114417	"674"	AT1G22770
24:10:2	24	10	2	NA	NA	0.000114417	"2487"	AT2G20560
24:10:3	24	10	3	NA	NA	0.000114416	"4972"	AT4G06676
24:10:4	24	10	4	NA	NA	5.72084e-05	"3677"	AT3G13310
24:11:1	24	11	1	NA	NA	0.000114417	"3270"	AT2G47050
24:11:2	24	11	2	NA	NA	0.000114417	"6880"	AT5G37970
24:11:3	24	11	3	NA	NA	5.72084e-05	"2507"	AT2G21187
25:1:1:1	25	1	1	1	NA	0.000457666	"1772"	AT1G72680
25:1:1:2	25	1	1	2	NA	0.000457666	"866"	AT1G30070
25:1:1:3	25	1	1	3	NA	0.000343249	"2046"	AT2G01490
25:1:1:4	25	1	1	4	NA	0.000228833	"1461"	AT1G62180
25:1:1:5	25	1	1	5	NA	0.000228833	"7774"	AT5G67630
25:1:1:6	25	1	1	6	NA	0.000171625	"1262"	AT1G53850
25:1:1:7	25	1	1	7	NA	5.72083e-05	"1394"	AT1G59960
25:1:1:8	25	1	1	8	NA	5.72081e-05	"3370"	AT3G03320
25:1:1:9	25	1	1	9	NA	5.72081e-05	"7478"	AT5G58230
25:1:2:1:1	25	1	2	1	1	0.000171625	"2705"	AT2G28150
25:1:2:1:2	25	1	2	1	2	0.000114417	"4019"	AT3G24190
25:1:2:1:3	25	1	2	1	3	5.72083e-05	"196"	AT1G07510
25:1:2:1:4	25	1	2	1	4	5.72083e-05	"683"	AT1G23030
25:1:2:2:1	25	1	2	2	1	0.000171625	"2511"	AT2G21250
25:1:2:2:2	25	1	2	2	2	0.000114417	"6365"	AT5G13060
25:1:2:2:3	25	1	2	2	3	5.72082e-05	"5588"	AT4G27280
25:1:3:1	25	1	3	1	NA	0.000171625	"6519"	AT5G18065
25:1:3:2	25	1	3	2	NA	0.000114416	"1423"	AT1G60940
25:1:3:3	25	1	3	3	NA	5.72085e-05	"4669"	AT3G58620
25:1:3:4	25	1	3	4	NA	5.72081e-05	"3657"	AT3G12835
25:1:4:1	25	1	4	1	NA	0.000228833	"234"	AT1G08570
25:1:4:2	25	1	4	2	NA	0.000171625	"4899"	AT4G02890
25:1:5:1	25	1	5	1	NA	0.000114417	"7134"	AT5G45870
25:1:5:2	25	1	5	2	NA	0.000114416	"6268"	AT5G09920
25:1:5:3	25	1	5	3	NA	5.72083e-05	"1272"	AT1G54180
25:1:6:1	25	1	6	1	NA	0.000114416	"7295"	AT5G52280
25:1:6:2	25	1	6	2	NA	5.72082e-05	"3705"	AT3G14172
25:1:7:1	25	1	7	1	NA	0.000114416	"5853"	AT4G35390
25:1:7:2	25	1	7	2	NA	5.72082e-05	"4418"	AT3G50510
25:2:1:1	25	2	1	1	NA	0.000171625	"740"	AT1G25390
25:2:1:2	25	2	1	2	NA	0.000171625	"7672"	AT5G64460
25:2:1:3	25	2	1	3	NA	0.000114416	"5765"	AT4G33050
25:2:1:4	25	2	1	4	NA	5.72083e-05	"1663"	AT1G69030
25:2:1:5	25	2	1	5	NA	5.72081e-05	"669"	AT1G22640
25:2:2:1	25	2	2	1	NA	0.000171625	"5130"	AT4G13420
25:2:2:2	25	2	2	2	NA	0.000114417	"426"	AT1G14270
25:2:2:3	25	2	2	3	NA	0.000114416	"70"	AT1G03290
25:2:2:4	25	2	2	4	NA	5.72083e-05	"3279"	AT2G47490
25:2:3:1	25	2	3	1	NA	0.000171625	"1622"	AT1G67780
25:2:3:2	25	2	3	2	NA	0.000114417	"7073"	AT5G43960
25:2:3:3	25	2	3	3	NA	5.72084e-05	"5596"	AT4G27657
25:2:3:4	25	2	3	4	NA	5.72081e-05	"1630"	AT1G67950
25:2:4:1	25	2	4	1	NA	0.000228833	"4447"	AT3G51350
25:2:4:2	25	2	4	2	NA	5.72083e-05	"7697"	AT5G64990
25:2:4:3	25	2	4	3	NA	5.72082e-05	"5006"	AT4G09340
25:2:4:4	25	2	4	4	NA	5.72081e-05	"6645"	AT5G23290
25:2:5:1	25	2	5	1	NA	0.000171625	"5693"	AT4G30680
25:2:5:2	25	2	5	2	NA	0.000114417	"3537"	AT3G09520
25:3:1:1	25	3	1	1	NA	0.000171625	"2957"	AT2G37035
25:3:1:2	25	3	1	2	NA	0.000114417	"2140"	AT2G05320
25:3:1:3	25	3	1	3	NA	0.000114416	"2893"	AT2G35100
25:3:1:4	25	3	1	4	NA	0.000114416	"7131"	AT5G45800
25:3:2:1	25	3	2	1	NA	0.000171625	"2289"	AT2G13100
25:3:2:2	25	3	2	2	NA	0.000114416	"6700"	AT5G25265
26:1:1	26	1	1	NA	NA	0.000629291	"5004"	AT4G09140
26:1:2	26	1	2	NA	NA	0.000457666	"3926"	AT3G21370
26:1:3	26	1	3	NA	NA	0.000400458	"4446"	AT3G51330
26:1:4	26	1	4	NA	NA	0.000400458	"4459"	AT3G51600
26:1:5	26	1	5	NA	NA	0.00034325	"6505"	AT5G17650
26:1:6	26	1	6	NA	NA	0.000343249	"7277"	AT5G51380
26:1:7	26	1	7	NA	NA	0.000286041	"6978"	AT5G41140
26:1:8	26	1	8	NA	NA	0.000228833	"2368"	AT2G16760
26:1:9	26	1	9	NA	NA	0.000171624	"4472"	AT3G51850
26:1:10	26	1	10	NA	NA	0.000171624	"6271"	AT5G09970
26:1:11	26	1	11	NA	NA	5.72082e-05	"4592"	AT3G55700
26:1:12	26	1	12	NA	NA	5.72081e-05	"3673"	AT3G13210
26:1:13	26	1	13	NA	NA	5.72081e-05	"4306"	AT3G46790
26:1:14	26	1	14	NA	NA	5.72081e-05	"2982"	AT2G37670
26:2:1	26	2	1	NA	NA	0.000286041	"5618"	AT4G28230
26:2:2	26	2	2	NA	NA	0.000114417	"1635"	AT1G68170
26:2:3	26	2	3	NA	NA	0.000114416	"4440"	AT3G51070
26:2:4	26	2	4	NA	NA	0.000114416	"4213"	AT3G43170
26:2:5	26	2	5	NA	NA	5.72084e-05	"6523"	AT5G18180
26:2:6	26	2	6	NA	NA	5.72081e-05	"5193"	AT4G14730
26:3:1	26	3	1	NA	NA	0.000286041	"3151"	AT2G43070
26:3:2	26	3	2	NA	NA	0.000171625	"443"	AT1G14660
26:3:3	26	3	3	NA	NA	0.000114416	"5753"	AT4G32670
26:3:4	26	3	4	NA	NA	5.72085e-05	"322"	AT1G10970
26:3:5	26	3	5	NA	NA	5.72081e-05	"6124"	AT5G04990
26:4:1	26	4	1	NA	NA	0.000171625	"7557"	AT5G60890
26:4:2	26	4	2	NA	NA	0.000114417	"2683"	AT2G27290
26:4:3	26	4	3	NA	NA	0.000114416	"7297"	AT5G52340
26:4:4	26	4	4	NA	NA	0.000114416	"4166"	AT3G28880
26:4:5	26	4	5	NA	NA	5.72084e-05	"1625"	AT1G67840
26:4:6	26	4	6	NA	NA	5.72081e-05	"339"	AT1G11600
26:5:1	26	5	1	NA	NA	0.000228833	"4551"	AT3G54360
26:5:2	26	5	2	NA	NA	0.000171625	"7164"	AT5G46860
26:5:3	26	5	3	NA	NA	5.72083e-05	"5665"	AT4G29810
26:5:4	26	5	4	NA	NA	5.72083e-05	"6148"	AT5G05987
26:5:5	26	5	5	NA	NA	5.72083e-05	"6708"	AT5G25920
26:6:1	26	6	1	NA	NA	0.000114417	"2143"	AT2G05518
26:6:2	26	6	2	NA	NA	0.000114417	"5485"	AT4G24630
26:6:3	26	6	3	NA	NA	5.72083e-05	"3466"	AT3G06560
26:7:1	26	7	1	NA	NA	0.000114416	"4723"	AT3G60600
26:7:2	26	7	2	NA	NA	0.000114416	"5421"	AT4G22150
26:7:3	26	7	3	NA	NA	5.72081e-05	"5428"	AT4G22340
27:1:1:1	27	1	1	1	NA	0.000972541	"5128"	AT4G13390
27:1:1:2	27	1	1	2	NA	5.72084e-05	"2176"	AT2G07640
27:1:1:3	27	1	1	3	NA	5.72084e-05	"5101"	AT4G12460
27:1:1:4	27	1	1	4	NA	5.72083e-05	"1293"	AT1G54970
27:1:1:5	27	1	1	5	NA	5.72083e-05	"1618"	AT1G67600
27:1:1:6	27	1	1	6	NA	5.72083e-05	"1799"	AT1G73410
27:1:1:7	27	1	1	7	NA	5.72082e-05	"2847"	AT2G33590
27:1:1:8	27	1	1	8	NA	5.72082e-05	"4992"	AT4G08760
27:1:1:9	27	1	1	9	NA	5.72081e-05	"2729"	AT2G29050
27:1:1:10	27	1	1	10	NA	5.7208e-05	"5463"	AT4G23700
27:1:2:1	27	1	2	1	NA	0.000228833	"6721"	AT5G26280
27:1:2:2	27	1	2	2	NA	0.000171625	"7332"	AT5G53470
27:1:2:3	27	1	2	3	NA	5.72083e-05	"1885"	AT1G76510
27:1:2:4	27	1	2	4	NA	5.72081e-05	"3200"	AT2G44700
27:1:2:5	27	1	2	5	NA	5.72081e-05	"6498"	AT5G17480
27:1:3:1	27	1	3	1	NA	0.000114417	"4063"	AT3G25740
27:1:3:2	27	1	3	2	NA	0.000114417	"4199"	AT3G33004
27:1:3:3	27	1	3	3	NA	0.000114417	"2295"	AT2G13547
27:1:3:4	27	1	3	4	NA	0.000114417	"6861"	AT5G37190
27:1:3:5	27	1	3	5	NA	5.72085e-05	"7779"	ATCG00170
27:1:4:1	27	1	4	1	NA	0.000114417	"2686"	AT2G27380
27:1:4:2	27	1	4	2	NA	0.000114416	"6628"	AT5G22470
27:1:4:3	27	1	4	3	NA	0.000114416	"6832"	AT5G35660
27:1:4:4	27	1	4	4	NA	5.72082e-05	"7300"	AT5G52420
27:1:5:1	27	1	5	1	NA	0.000228833	"1789"	AT1G73165
27:1:5:2	27	1	5	2	NA	5.72084e-05	"5163"	AT4G14180
27:1:6:1	27	1	6	1	NA	0.000114417	"2402"	AT2G17780
27:1:6:2	27	1	6	2	NA	0.000114416	"5332"	AT4G18740
27:1:6:3	27	1	6	3	NA	5.72085e-05	"4259"	AT3G45248
27:1:7:1	27	1	7	1	NA	0.000114416	"4875"	AT4G02075
27:1:7:2	27	1	7	2	NA	0.000114416	"1000"	AT1G34844
27:1:7:3	27	1	7	3	NA	5.72081e-05	"5650"	AT4G29340
27:1:8:1	27	1	8	1	NA	0.000114417	"6300"	AT5G10770
27:1:8:2	27	1	8	2	NA	5.72082e-05	"3883"	AT3G20030
27:1:9:1	27	1	9	1	NA	0.000114416	"640"	AT1G21790
27:1:9:2	27	1	9	2	NA	5.72082e-05	"4887"	AT4G02460
27:2:1:1	27	2	1	1	NA	0.000228833	"710"	AT1G24130
27:2:1:2	27	2	1	2	NA	0.000171625	"464"	AT1G15420
27:2:1:3	27	2	1	3	NA	5.72083e-05	"129"	AT1G05210
27:2:1:4	27	2	1	4	NA	5.72083e-05	"2640"	AT2G25690
27:2:1:5	27	2	1	5	NA	5.72082e-05	"6581"	AT5G20070
27:2:2:1	27	2	2	1	NA	0.000171625	"1249"	AT1G53350
27:2:2:2	27	2	2	2	NA	0.000114417	"4650"	AT3G57920
27:2:2:3	27	2	2	3	NA	0.000114417	"2440"	AT2G18980
27:2:2:4	27	2	2	4	NA	0.000114416	"4065"	AT3G25790
