C1	C2	C3	C4	C5	C6	Score	IID	ID 
307:3	307	3	NA	NA	NA	5.72083e-05	"1259"	AT1G53780
308:1	308	1	NA	NA	NA	0.000114417	"2307"	AT2G14390
308:2	308	2	NA	NA	NA	5.72084e-05	"4493"	AT3G52561
308:3	308	3	NA	NA	NA	5.72083e-05	"4781"	AT3G62720
309:1	309	1	NA	NA	NA	0.000114417	"2585"	AT2G23830
309:2	309	2	NA	NA	NA	5.72085e-05	"7268"	AT5G51120
309:3	309	3	NA	NA	NA	5.72083e-05	"2721"	AT2G28700
310:1	310	1	NA	NA	NA	0.000114417	"2643"	AT2G25840
310:2	310	2	NA	NA	NA	5.72084e-05	"6144"	AT5G05860
310:3	310	3	NA	NA	NA	5.72083e-05	"5602"	AT4G27740
311:1	311	1	NA	NA	NA	0.000114417	"6393"	AT5G14090
311:2	311	2	NA	NA	NA	5.72085e-05	"2747"	AT2G29650
311:3	311	3	NA	NA	NA	5.72083e-05	"5662"	AT4G29760
312:1	312	1	NA	NA	NA	0.000114417	"6759"	AT5G27510
312:2	312	2	NA	NA	NA	5.72084e-05	"4330"	AT3G47770
312:3	312	3	NA	NA	NA	5.72083e-05	"6294"	AT5G10540
313:1	313	1	NA	NA	NA	0.000114417	"5413"	AT4G21910
313:2	313	2	NA	NA	NA	5.72084e-05	"5566"	AT4G26710
313:3	313	3	NA	NA	NA	5.72083e-05	"6003"	AT5G01090
314:1	314	1	NA	NA	NA	0.000114417	"163"	AT1G06240
314:2	314	2	NA	NA	NA	5.72084e-05	"7242"	AT5G50160
314:3	314	3	NA	NA	NA	5.72083e-05	"951"	AT1G32530
315:1	315	1	NA	NA	NA	0.000114417	"301"	AT1G10200
315:2	315	2	NA	NA	NA	5.72085e-05	"203"	AT1G07728
315:3	315	3	NA	NA	NA	5.72082e-05	"6042"	AT5G02240
316:1	316	1	NA	NA	NA	0.000114417	"246"	AT1G09026
316:2	316	2	NA	NA	NA	5.72085e-05	"7321"	AT5G53160
316:3	316	3	NA	NA	NA	5.72082e-05	"3476"	AT3G06980
317:1	317	1	NA	NA	NA	0.000114417	"1021"	AT1G36320
317:2	317	2	NA	NA	NA	5.72084e-05	"3830"	AT3G18280
317:3	317	3	NA	NA	NA	5.72083e-05	"7738"	AT5G66440
318:1	318	1	NA	NA	NA	0.000114417	"4462"	AT3G51640
318:2	318	2	NA	NA	NA	5.72085e-05	"7072"	AT5G43920
318:3	318	3	NA	NA	NA	5.72082e-05	"1745"	AT1G71810
319:1	319	1	NA	NA	NA	0.000114417	"1934"	AT1G77992
319:2	319	2	NA	NA	NA	5.72084e-05	"3340"	AT3G02170
319:3	319	3	NA	NA	NA	5.72083e-05	"2863"	AT2G34186
320:1	320	1	NA	NA	NA	0.000114417	"2091"	AT2G03060
320:2	320	2	NA	NA	NA	5.72084e-05	"4096"	AT3G26600
320:3	320	3	NA	NA	NA	5.72083e-05	"6339"	AT5G11880
321:1	321	1	NA	NA	NA	0.000114417	"6822"	AT5G35375
321:2	321	2	NA	NA	NA	5.72084e-05	"2108"	AT2G03821
321:3	321	3	NA	NA	NA	5.72083e-05	"5937"	AT4G38180
322:1	322	1	NA	NA	NA	0.000114417	"7724"	AT5G65950
322:2	322	2	NA	NA	NA	5.72085e-05	"2366"	AT2G16660
322:3	322	3	NA	NA	NA	5.72082e-05	"2936"	AT2G36380
323:1	323	1	NA	NA	NA	0.000114417	"2526"	AT2G21760
323:2	323	2	NA	NA	NA	5.72084e-05	"4666"	AT3G58530
323:3	323	3	NA	NA	NA	5.72083e-05	"6625"	AT5G22320
324:1	324	1	NA	NA	NA	0.000114417	"4906"	AT4G03070
324:2	324	2	NA	NA	NA	5.72084e-05	"4297"	AT3G46616
324:3	324	3	NA	NA	NA	5.72083e-05	"3950"	AT3G22260
325:1	325	1	NA	NA	NA	0.000114417	"6940"	AT5G39960
325:2	325	2	NA	NA	NA	5.72084e-05	"5252"	AT4G16380
325:3	325	3	NA	NA	NA	5.72083e-05	"5688"	AT4G30510
326:1	326	1	NA	NA	NA	0.000114417	"6455"	AT5G15950
326:2	326	2	NA	NA	NA	5.72085e-05	"6454"	AT5G15948
326:3	326	3	NA	NA	NA	5.72082e-05	"7281"	AT5G51460
327:1	327	1	NA	NA	NA	0.000114417	"3918"	AT3G21090
327:2	327	2	NA	NA	NA	5.72083e-05	"79"	AT1G03610
327:3	327	3	NA	NA	NA	5.72083e-05	"4735"	AT3G60980
328:1	328	1	NA	NA	NA	0.000114417	"5031"	AT4G09965
328:2	328	2	NA	NA	NA	5.72083e-05	"5737"	AT4G32160
328:3	328	3	NA	NA	NA	5.72083e-05	"975"	AT1G33925
329:1	329	1	NA	NA	NA	0.000114417	"1131"	AT1G49180
329:2	329	2	NA	NA	NA	5.72083e-05	"3135"	AT2G42590
329:3	329	3	NA	NA	NA	5.72083e-05	"1265"	AT1G53940
330:1	330	1	NA	NA	NA	0.000114417	"1539"	AT1G64540
330:2	330	2	NA	NA	NA	5.72083e-05	"1998"	AT1G79890
330:3	330	3	NA	NA	NA	5.72083e-05	"2923"	AT2G35990
331:1	331	1	NA	NA	NA	0.000114417	"2801"	AT2G31710
331:2	331	2	NA	NA	NA	5.72083e-05	"4683"	AT3G59150
331:3	331	3	NA	NA	NA	5.72083e-05	"3600"	AT3G11170
332:1	332	1	NA	NA	NA	0.000114417	"3030"	AT2G39420
332:2	332	2	NA	NA	NA	5.72083e-05	"5475"	AT4G24290
332:3	332	3	NA	NA	NA	5.72083e-05	"4195"	AT3G32930
333:1	333	1	NA	NA	NA	0.000114417	"5778"	AT4G33490
333:2	333	2	NA	NA	NA	5.72083e-05	"3841"	AT3G18580
333:3	333	3	NA	NA	NA	5.72083e-05	"3978"	AT3G22950
334:1	334	1	NA	NA	NA	0.000114417	"5012"	AT4G09466
334:2	334	2	NA	NA	NA	5.72083e-05	"5563"	AT4G26620
334:3	334	3	NA	NA	NA	5.72083e-05	"4465"	AT3G51700
335:1	335	1	NA	NA	NA	0.000114417	"81"	AT1G03780
335:2	335	2	NA	NA	NA	5.72084e-05	"2009"	AT1G80133
335:3	335	3	NA	NA	NA	5.72082e-05	"3267"	AT2G46990
336:1	336	1	NA	NA	NA	0.000114417	"6219"	AT5G07980
336:2	336	2	NA	NA	NA	5.72084e-05	"183"	AT1G07020
336:3	336	3	NA	NA	NA	5.72082e-05	"242"	AT1G08800
337:1	337	1	NA	NA	NA	0.000114417	"376"	AT1G12630
337:2	337	2	NA	NA	NA	5.72085e-05	"5288"	AT4G17486
337:3	337	3	NA	NA	NA	5.72082e-05	"684"	AT1G23080
338:1	338	1	NA	NA	NA	0.000114417	"1271"	AT1G54170
338:2	338	2	NA	NA	NA	5.72084e-05	"594"	AT1G19850
338:3	338	3	NA	NA	NA	5.72082e-05	"6691"	AT5G24860
339:1	339	1	NA	NA	NA	0.000114417	"3029"	AT2G39415
339:2	339	2	NA	NA	NA	5.72084e-05	"2775"	AT2G30740
339:3	339	3	NA	NA	NA	5.72082e-05	"668"	AT1G22620
340:1	340	1	NA	NA	NA	0.000114417	"6052"	AT5G02570
340:2	340	2	NA	NA	NA	5.72084e-05	"1465"	AT1G62310
340:3	340	3	NA	NA	NA	5.72082e-05	"6884"	AT5G38070
341:1	341	1	NA	NA	NA	0.000114417	"5124"	AT4G13350
341:2	341	2	NA	NA	NA	5.72084e-05	"1468"	AT1G62360
341:3	341	3	NA	NA	NA	5.72082e-05	"5580"	AT4G27080
342:1	342	1	NA	NA	NA	0.000114417	"2284"	AT2G12475
342:2	342	2	NA	NA	NA	5.72084e-05	"7612"	AT5G62570
342:3	342	3	NA	NA	NA	5.72082e-05	"4816"	AT4G00467
343:1	343	1	NA	NA	NA	0.000114417	"4150"	AT3G28150
343:2	343	2	NA	NA	NA	5.72084e-05	"6738"	AT5G26900
343:3	343	3	NA	NA	NA	5.72082e-05	"6528"	AT5G18310
344:1	344	1	NA	NA	NA	0.000114417	"4238"	AT3G44460
344:2	344	2	NA	NA	NA	5.72083e-05	"267"	AT1G09421
344:3	344	3	NA	NA	NA	5.72082e-05	"5329"	AT4G18690
345:1	345	1	NA	NA	NA	0.000114417	"1009"	AT1G35400
345:2	345	2	NA	NA	NA	5.72083e-05	"1740"	AT1G71470
345:3	345	3	NA	NA	NA	5.72082e-05	"5515"	AT4G25350
346:1	346	1	NA	NA	NA	0.000114417	"1736"	AT1G71280
346:2	346	2	NA	NA	NA	5.72083e-05	"1129"	AT1G49160
346:3	346	3	NA	NA	NA	5.72082e-05	"6223"	AT5G08080
347:1	347	1	NA	NA	NA	0.000114417	"5710"	AT4G31280
347:2	347	2	NA	NA	NA	5.72083e-05	"2165"	AT2G06904
347:3	347	3	NA	NA	NA	5.72082e-05	"1307"	AT1G55370
348:1	348	1	NA	NA	NA	0.000114417	"5898"	AT4G36880
348:2	348	2	NA	NA	NA	5.72083e-05	"3515"	AT3G08700
348:3	348	3	NA	NA	NA	5.72082e-05	"2070"	AT2G02100
349:1	349	1	NA	NA	NA	0.000114417	"5154"	AT4G14020
349:2	349	2	NA	NA	NA	5.72083e-05	"4032"	AT3G24530
349:3	349	3	NA	NA	NA	5.72082e-05	"2432"	AT2G18860
350:1	350	1	NA	NA	NA	0.000114417	"2754"	AT2G29950
350:2	350	2	NA	NA	NA	5.72083e-05	"6478"	AT5G16650
350:3	350	3	NA	NA	NA	5.72082e-05	"5701"	AT4G30993
351:1	351	1	NA	NA	NA	0.000114417	"3785"	AT3G16650
351:2	351	2	NA	NA	NA	5.72083e-05	"5447"	AT4G22930
351:3	351	3	NA	NA	NA	5.72082e-05	"6516"	AT5G17920
352:1	352	1	NA	NA	NA	0.000114417	"4343"	AT3G48010
352:2	352	2	NA	NA	NA	5.72083e-05	"7128"	AT5G45730
352:3	352	3	NA	NA	NA	5.72082e-05	"4235"	AT3G44280
353:1	353	1	NA	NA	NA	0.000114417	"158"	AT1G06149
353:2	353	2	NA	NA	NA	5.72085e-05	"159"	AT1G06150
353:3	353	3	NA	NA	NA	5.72081e-05	"613"	AT1G20823
354:1	354	1	NA	NA	NA	0.000114417	"994"	AT1G34570
354:2	354	2	NA	NA	NA	5.72083e-05	"5743"	AT4G32342
354:3	354	3	NA	NA	NA	5.72083e-05	"7519"	AT5G59830
355:1	355	1	NA	NA	NA	0.000114417	"1313"	AT1G55510
355:2	355	2	NA	NA	NA	5.72085e-05	"4571"	AT3G55170
355:3	355	3	NA	NA	NA	5.72081e-05	"3905"	AT3G20810
356:1	356	1	NA	NA	NA	0.000114417	"4564"	AT3G54810
356:2	356	2	NA	NA	NA	5.72083e-05	"1353"	AT1G57613
356:3	356	3	NA	NA	NA	5.72083e-05	"1416"	AT1G60740
357:1	357	1	NA	NA	NA	0.000114417	"2907"	AT2G35500
357:2	357	2	NA	NA	NA	5.72083e-05	"1684"	AT1G69900
357:3	357	3	NA	NA	NA	5.72083e-05	"4897"	AT4G02770
358:1	358	1	NA	NA	NA	0.000114417	"1827"	AT1G74410
358:2	358	2	NA	NA	NA	5.72083e-05	"3219"	AT2G45190
358:3	358	3	NA	NA	NA	5.72083e-05	"6900"	AT5G38550
359:1	359	1	NA	NA	NA	0.000114417	"7489"	AT5G58790
359:2	359	2	NA	NA	NA	5.72085e-05	"1918"	AT1G77380
359:3	359	3	NA	NA	NA	5.72081e-05	"2332"	AT2G15440
360:1	360	1	NA	NA	NA	0.000114417	"5005"	AT4G09180
360:2	360	2	NA	NA	NA	5.72085e-05	"2322"	AT2G15220
360:3	360	3	NA	NA	NA	5.72081e-05	"6762"	AT5G27600
361:1	361	1	NA	NA	NA	0.000114417	"6712"	AT5G26038
361:2	361	2	NA	NA	NA	5.72083e-05	"2726"	AT2G28910
361:3	361	3	NA	NA	NA	5.72083e-05	"6711"	AT5G26030
362:1	362	1	NA	NA	NA	0.000114417	"3245"	AT2G46190
362:2	362	2	NA	NA	NA	5.72083e-05	"4266"	AT3G45560
362:3	362	3	NA	NA	NA	5.72083e-05	"7660"	AT5G64160
363:1	363	1	NA	NA	NA	0.000114417	"3686"	AT3G13672
363:2	363	2	NA	NA	NA	5.72084e-05	"1452"	AT1G61900
363:3	363	3	NA	NA	NA	5.72082e-05	"323"	AT1G11040
364:1	364	1	NA	NA	NA	0.000114417	"414"	AT1G13930
364:2	364	2	NA	NA	NA	5.72084e-05	"7518"	AT5G59780
364:3	364	3	NA	NA	NA	5.72082e-05	"3484"	AT3G07150
365:1	365	1	NA	NA	NA	0.000114417	"6917"	AT5G39150
365:2	365	2	NA	NA	NA	5.72084e-05	"1185"	AT1G51070
365:3	365	3	NA	NA	NA	5.72082e-05	"4850"	AT4G01390
366:1	366	1	NA	NA	NA	0.000114417	"4131"	AT3G27380
366:2	366	2	NA	NA	NA	5.72084e-05	"2118"	AT2G04240
366:3	366	3	NA	NA	NA	5.72082e-05	"1904"	AT1G76980
367:1	367	1	NA	NA	NA	0.000114417	"6586"	AT5G20220
367:2	367	2	NA	NA	NA	5.72084e-05	"6833"	AT5G35670
367:3	367	3	NA	NA	NA	5.72082e-05	"1974"	AT1G79160
368:1	368	1	NA	NA	NA	0.000114417	"5600"	AT4G27690
368:2	368	2	NA	NA	NA	5.72084e-05	"3164"	AT2G43465
368:3	368	3	NA	NA	NA	5.72082e-05	"6288"	AT5G10390
369:1	369	1	NA	NA	NA	0.000114417	"6503"	AT5G17590
369:2	369	2	NA	NA	NA	5.72084e-05	"4733"	AT3G60966
369:3	369	3	NA	NA	NA	5.72082e-05	"3303"	AT3G01175
370:1	370	1	NA	NA	NA	0.000114417	"64"	AT1G03200
370:2	370	2	NA	NA	NA	5.72085e-05	"1034"	AT1G41880
370:3	370	3	NA	NA	NA	5.72081e-05	"4427"	AT3G50751
371:1	371	1	NA	NA	NA	0.000114417	"6781"	AT5G28400
371:2	371	2	NA	NA	NA	5.72083e-05	"6898"	AT5G38530
371:3	371	3	NA	NA	NA	5.72082e-05	"107"	AT1G04510
372:1	372	1	NA	NA	NA	0.000114417	"4356"	AT3G48340
372:2	372	2	NA	NA	NA	5.72083e-05	"131"	AT1G05290
372:3	372	3	NA	NA	NA	5.72082e-05	"4416"	AT3G50450
373:1	373	1	NA	NA	NA	0.000114417	"2510"	AT2G21240
373:2	373	2	NA	NA	NA	5.72083e-05	"199"	AT1G07660
373:3	373	3	NA	NA	NA	5.72082e-05	"4147"	AT3G27999
374:1	374	1	NA	NA	NA	0.000114417	"333"	AT1G11475
374:2	374	2	NA	NA	NA	5.72083e-05	"1230"	AT1G52700
374:3	374	3	NA	NA	NA	5.72082e-05	"993"	AT1G34550
375:1	375	1	NA	NA	NA	0.000114417	"409"	AT1G13700
375:2	375	2	NA	NA	NA	5.72083e-05	"3858"	AT3G19090
375:3	375	3	NA	NA	NA	5.72082e-05	"5405"	AT4G21470
376:1	376	1	NA	NA	NA	0.000114417	"5233"	AT4G15950
376:2	376	2	NA	NA	NA	5.72083e-05	"5705"	AT4G31170
376:3	376	3	NA	NA	NA	5.72082e-05	"562"	AT1G18773
377:1	377	1	NA	NA	NA	0.000114417	"6695"	AT5G25090
377:2	377	2	NA	NA	NA	5.72085e-05	"1822"	AT1G74230
377:3	377	3	NA	NA	NA	5.72081e-05	"691"	AT1G23160
378:1	378	1	NA	NA	NA	0.000114417	"7515"	AT5G59700
378:2	378	2	NA	NA	NA	5.72083e-05	"3717"	AT3G14452
378:3	378	3	NA	NA	NA	5.72082e-05	"706"	AT1G23900
379:1	379	1	NA	NA	NA	0.000114417	"713"	AT1G24160
379:2	379	2	NA	NA	NA	5.72083e-05	"5466"	AT4G24050
379:3	379	3	NA	NA	NA	5.72082e-05	"5598"	AT4G27670
380:1	380	1	NA	NA	NA	0.000114417	"4423"	AT3G50610
380:2	380	2	NA	NA	NA	5.72085e-05	"724"	AT1G24520
380:3	380	3	NA	NA	NA	5.72081e-05	"4054"	AT3G25550
381:1	381	1	NA	NA	NA	0.000114417	"4323"	AT3G47500
381:2	381	2	NA	NA	NA	5.72083e-05	"893"	AT1G30845
381:3	381	3	NA	NA	NA	5.72082e-05	"1073"	AT1G45688
382:1	382	1	NA	NA	NA	0.000114417	"2753"	AT2G29940
382:2	382	2	NA	NA	NA	5.72083e-05	"6245"	AT5G09380
382:3	382	3	NA	NA	NA	5.72082e-05	"935"	AT1G32210
383:1	383	1	NA	NA	NA	0.000114417	"3893"	AT3G20440
383:2	383	2	NA	NA	NA	5.72083e-05	"5928"	AT4G37700
383:3	383	3	NA	NA	NA	5.72082e-05	"1284"	AT1G54580
384:1	384	1	NA	NA	NA	0.000114417	"1308"	AT1G55430
384:2	384	2	NA	NA	NA	5.72083e-05	"6547"	AT5G18910
384:3	384	3	NA	NA	NA	5.72082e-05	"7501"	AT5G59290
385:1	385	1	NA	NA	NA	0.000114417	"1492"	AT1G62990
385:2	385	2	NA	NA	NA	5.72083e-05	"6143"	AT5G05810
385:3	385	3	NA	NA	NA	5.72082e-05	"1366"	AT1G58070
386:1	386	1	NA	NA	NA	0.000114417	"1652"	AT1G68670
386:2	386	2	NA	NA	NA	5.72083e-05	"5901"	AT4G36950
386:3	386	3	NA	NA	NA	5.72082e-05	"1490"	AT1G62975
387:1	387	1	NA	NA	NA	0.000114417	"1545"	AT1G64710
387:2	387	2	NA	NA	NA	5.72083e-05	"3753"	AT3G15620
387:3	387	3	NA	NA	NA	5.72082e-05	"5502"	AT4G25120
388:1	388	1	NA	NA	NA	0.000114417	"7858"	ATMG01090
388:2	388	2	NA	NA	NA	5.72083e-05	"7789"	ATMG00040
388:3	388	3	NA	NA	NA	5.72082e-05	"2243"	AT2G07777
389:1	389	1	NA	NA	NA	0.000114417	"6850"	AT5G36480
389:2	389	2	NA	NA	NA	5.72083e-05	"2282"	AT2G12405
389:3	389	3	NA	NA	NA	5.72082e-05	"7481"	AT5G58420
390:1	390	1	NA	NA	NA	0.000114417	"4002"	AT3G23670
390:2	390	2	NA	NA	NA	5.72083e-05	"7615"	AT5G62610
390:3	390	3	NA	NA	NA	5.72082e-05	"3348"	AT3G02380
391:1	391	1	NA	NA	NA	0.000114417	"4565"	AT3G54890
391:2	391	2	NA	NA	NA	5.72083e-05	"4219"	AT3G43610
391:3	391	3	NA	NA	NA	5.72082e-05	"4675"	AT3G58850
392:1	392	1	NA	NA	NA	0.000114417	"7122"	AT5G45630
392:2	392	2	NA	NA	NA	5.72085e-05	"5261"	AT4G16695
392:3	392	3	NA	NA	NA	5.72081e-05	"4812"	AT4G00310
393:1	393	1	NA	NA	NA	0.000114417	"6686"	AT5G24740
393:2	393	2	NA	NA	NA	5.72083e-05	"6923"	AT5G39370
393:3	393	3	NA	NA	NA	5.72082e-05	"6741"	AT5G26950
394:1	394	1	NA	NA	NA	0.000114417	"1992"	AT1G79670
394:2	394	2	NA	NA	NA	5.72084e-05	"14"	AT1G01380
394:3	394	3	NA	NA	NA	5.72081e-05	"4981"	AT4G08140
395:1	395	1	NA	NA	NA	0.000114417	"4352"	AT3G48240
395:2	395	2	NA	NA	NA	5.72084e-05	"166"	AT1G06290
395:3	395	3	NA	NA	NA	5.72081e-05	"4468"	AT3G51750
396:1	396	1	NA	NA	NA	0.000114417	"277"	AT1G09740
396:2	396	2	NA	NA	NA	5.72085e-05	"3199"	AT2G44690
396:3	396	3	NA	NA	NA	5.72081e-05	"1042"	AT1G43160
397:1	397	1	NA	NA	NA	0.000114417	"510"	AT1G16920
397:2	397	2	NA	NA	NA	5.72084e-05	"4951"	AT4G04957
397:3	397	3	NA	NA	NA	5.72081e-05	"722"	AT1G24440
398:1	398	1	NA	NA	NA	0.000114417	"1786"	AT1G73120
398:2	398	2	NA	NA	NA	5.72084e-05	"693"	AT1G23240
398:3	398	3	NA	NA	NA	5.72081e-05	"1578"	AT1G65700
399:1	399	1	NA	NA	NA	0.000114417	"1288"	AT1G54770
399:2	399	2	NA	NA	NA	5.72084e-05	"3897"	AT3G20510
399:3	399	3	NA	NA	NA	5.72081e-05	"800"	AT1G27670
400:1	400	1	NA	NA	NA	0.000114417	"1435"	AT1G61190
400:2	400	2	NA	NA	NA	5.72084e-05	"1194"	AT1G51400
400:3	400	3	NA	NA	NA	5.72081e-05	"1532"	AT1G64280
401:1	401	1	NA	NA	NA	0.000114417	"5943"	AT4G38330
401:2	401	2	NA	NA	NA	5.72084e-05	"1220"	AT1G52270
401:3	401	3	NA	NA	NA	5.72081e-05	"4236"	AT3G44400
402:1	402	1	NA	NA	NA	0.000114417	"4325"	AT3G47610
402:2	402	2	NA	NA	NA	5.72084e-05	"7768"	AT5G67440
402:3	402	3	NA	NA	NA	5.72081e-05	"1419"	AT1G60770
403:1	403	1	NA	NA	NA	0.000114417	"7690"	AT5G64800
403:2	403	2	NA	NA	NA	5.72084e-05	"1561"	AT1G65240
403:3	403	3	NA	NA	NA	5.72081e-05	"7175"	AT5G47500
404:1	404	1	NA	NA	NA	0.000114417	"1792"	AT1G73230
404:2	404	2	NA	NA	NA	5.72084e-05	"7042"	AT5G43010
404:3	404	3	NA	NA	NA	5.72081e-05	"4676"	AT3G58920
405:1	405	1	NA	NA	NA	0.000114417	"2115"	AT2G04160
405:2	405	2	NA	NA	NA	5.72084e-05	"1967"	AT1G78970
405:3	405	3	NA	NA	NA	5.72081e-05	"6571"	AT5G19650
406:1	406	1	NA	NA	NA	0.000114417	"1999"	AT1G79900
406:2	406	2	NA	NA	NA	5.72084e-05	"4368"	AT3G48730
406:3	406	3	NA	NA	NA	5.72081e-05	"3914"	AT3G20993
407:1	407	1	NA	NA	NA	0.000114417	"2651"	AT2G26260
407:2	407	2	NA	NA	NA	5.72085e-05	"7278"	AT5G51390
407:3	407	3	NA	NA	NA	5.72081e-05	"6136"	AT5G05560
408:1	408	1	NA	NA	NA	0.000114417	"2679"	AT2G27200
408:2	408	2	NA	NA	NA	5.72084e-05	"2855"	AT2G33860
408:3	408	3	NA	NA	NA	5.72081e-05	"6284"	AT5G10336
409:1	409	1	NA	NA	NA	0.000114417	"3197"	AT2G44600
409:2	409	2	NA	NA	NA	5.72084e-05	"4018"	AT3G24110
409:3	409	3	NA	NA	NA	5.72081e-05	"4452"	AT3G51480
410:1	410	1	NA	NA	NA	0.000114417	"3780"	AT3G16460
410:2	410	2	NA	NA	NA	5.72084e-05	"3220"	AT2G45260
410:3	410	3	NA	NA	NA	5.72081e-05	"7497"	AT5G59150
411:1	411	1	NA	NA	NA	0.000114417	"7734"	AT5G66320
411:2	411	2	NA	NA	NA	5.72084e-05	"3346"	AT3G02360
411:3	411	3	NA	NA	NA	5.72081e-05	"5487"	AT4G24730
412:1	412	1	NA	NA	NA	0.000114417	"4230"	AT3G44090
412:2	412	2	NA	NA	NA	5.72084e-05	"5170"	AT4G14305
412:3	412	3	NA	NA	NA	5.72081e-05	"4737"	AT3G61035
413:1	413	1	NA	NA	NA	0.000114417	"7625"	AT5G62990
413:2	413	2	NA	NA	NA	5.72084e-05	"7426"	AT5G56730
413:3	413	3	NA	NA	NA	5.72081e-05	"5352"	AT4G19490
414:1	414	1	NA	NA	NA	0.000114417	"5441"	AT4G22745
414:2	414	2	NA	NA	NA	5.72084e-05	"5521"	AT4G25570
414:3	414	3	NA	NA	NA	5.72081e-05	"5554"	AT4G26410
415:1	415	1	NA	NA	NA	0.000114416	"5173"	AT4G14350
415:2	415	2	NA	NA	NA	5.72082e-05	"13"	AT1G01360
415:3	415	3	NA	NA	NA	5.72082e-05	"7262"	AT5G50890
416:1	416	1	NA	NA	NA	0.000114416	"18"	AT1G01580
416:2	416	2	NA	NA	NA	5.72084e-05	"164"	AT1G06250
416:3	416	3	NA	NA	NA	5.72081e-05	"2160"	AT2G06000
417:1	417	1	NA	NA	NA	0.000114416	"2267"	AT2G10550
417:2	417	2	NA	NA	NA	5.72083e-05	"492"	AT1G16500
417:3	417	3	NA	NA	NA	5.72082e-05	"6611"	AT5G21326
418:1	418	1	NA	NA	NA	0.000114416	"531"	AT1G17720
418:2	418	2	NA	NA	NA	5.72083e-05	"2630"	AT2G25490
418:3	418	3	NA	NA	NA	5.72081e-05	"1643"	AT1G68360
419:1	419	1	NA	NA	NA	0.000114416	"596"	AT1G19910
419:2	419	2	NA	NA	NA	5.72083e-05	"2617"	AT2G25070
419:3	419	3	NA	NA	NA	5.72082e-05	"823"	AT1G28480
420:1	420	1	NA	NA	NA	0.000114416	"752"	AT1G26140
420:2	420	2	NA	NA	NA	5.72083e-05	"2116"	AT2G04220
420:3	420	3	NA	NA	NA	5.72082e-05	"5382"	AT4G20860
421:1	421	1	NA	NA	NA	0.000114416	"2575"	AT2G23570
421:2	421	2	NA	NA	NA	5.72083e-05	"1016"	AT1G35820
421:3	421	3	NA	NA	NA	5.72082e-05	"3126"	AT2G42340
422:1	422	1	NA	NA	NA	0.000114416	"1140"	AT1G49490
422:2	422	2	NA	NA	NA	5.72083e-05	"3003"	AT2G38380
422:3	422	3	NA	NA	NA	5.72082e-05	"5202"	AT4G15061
423:1	423	1	NA	NA	NA	0.000114416	"4938"	AT4G04670
423:2	423	2	NA	NA	NA	5.72083e-05	"4466"	AT3G51720
423:3	423	3	NA	NA	NA	5.72082e-05	"1178"	AT1G50950
424:1	424	1	NA	NA	NA	0.000114416	"1358"	AT1G57850
424:2	424	2	NA	NA	NA	5.72084e-05	"1181"	AT1G50970
424:3	424	3	NA	NA	NA	5.72081e-05	"4120"	AT3G27160
425:1	425	1	NA	NA	NA	0.000114416	"5042"	AT4G10320
425:2	425	2	NA	NA	NA	5.72082e-05	"1212"	AT1G51980
425:3	425	3	NA	NA	NA	5.72082e-05	"2783"	AT2G30990
426:1	426	1	NA	NA	NA	0.000114416	"6181"	AT5G06960
426:2	426	2	NA	NA	NA	5.72083e-05	"2827"	AT2G32950
426:3	426	3	NA	NA	NA	5.72081e-05	"1459"	AT1G62080
427:1	427	1	NA	NA	NA	0.000114416	"4176"	AT3G29260
427:2	427	2	NA	NA	NA	5.72083e-05	"1586"	AT1G66240
427:3	427	3	NA	NA	NA	5.72082e-05	"7644"	AT5G63660
428:1	428	1	NA	NA	NA	0.000114416	"3803"	AT3G17430
428:2	428	2	NA	NA	NA	5.72083e-05	"4622"	AT3G56890
428:3	428	3	NA	NA	NA	5.72081e-05	"1588"	AT1G66330
429:1	429	1	NA	NA	NA	0.000114416	"6635"	AT5G22850
429:2	429	2	NA	NA	NA	5.72083e-05	"1674"	AT1G69490
429:3	429	3	NA	NA	NA	5.72082e-05	"4538"	AT3G53990
430:1	430	1	NA	NA	NA	0.000114416	"3154"	AT2G43200
430:2	430	2	NA	NA	NA	5.72083e-05	"4058"	AT3G25585
430:3	430	3	NA	NA	NA	5.72082e-05	"5804"	AT4G34150
431:1	431	1	NA	NA	NA	0.000114416	"4831"	AT4G00930
431:2	431	2	NA	NA	NA	5.72083e-05	"5907"	AT4G37120
431:3	431	3	NA	NA	NA	5.72082e-05	"3171"	AT2G43750
432:1	432	1	NA	NA	NA	0.000114416	"3301"	AT3G01100
432:2	432	2	NA	NA	NA	5.72082e-05	"4473"	AT3G51880
432:3	432	3	NA	NA	NA	5.72082e-05	"7463"	AT5G57850
433:1	433	1	NA	NA	NA	0.000114416	"3976"	AT3G22890
433:2	433	2	NA	NA	NA	5.72083e-05	"3471"	AT3G06870
433:3	433	3	NA	NA	NA	5.72081e-05	"4290"	AT3G46300
434:1	434	1	NA	NA	NA	0.000114416	"4173"	AT3G29075
434:2	434	2	NA	NA	NA	5.72083e-05	"5077"	AT4G11550
434:3	434	3	NA	NA	NA	5.72081e-05	"5057"	AT4G10845
435:1	435	1	NA	NA	NA	0.000114416	"4935"	AT4G04620
435:2	435	2	NA	NA	NA	5.72083e-05	"4582"	AT3G55500
435:3	435	3	NA	NA	NA	5.72081e-05	"6362"	AT5G12980
